target_id,pair_id,family,gene_name,uniprot_id,pdb_id,pdb_chain,af2_pdb,experimental_pdb,state,state_label,substrate,substrate_class,ligand_ccd,ligand_sdf,reference_ligand_sdf,has_tonb,tonb_chain,resolution,method,region_annotation_json,split,notes,task_type,evidence_level,label_weight,source_db,source_query,rcsb_polymer_entity_id,sequence_length,reference_coverage,mutation_count,deletion_count,split_group_id,af_version,download_status
fhua_p06971,fhua_p06971_8a60_a,fhua,fhua,P06971,8A60,A,raw_af2/AF-P06971-F1-model_v6.pdb,raw_pdb/8A60.cif,substrate_bound,substrate_bound,ferrichrome,ferrichrome,,,,false,,3.37,X-RAY DIFFRACTION,,val,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,8A60_1,716,0.9558232931726908,0,0,P06971,6,cif:downloaded;afdb:exists
tbdt_q9i116,tbdt_q9i116_6i97_a,tbdt,,Q9I116,6I97,A,raw_af2/AF-Q9I116-F1-model_v6.pdb,raw_pdb/6I97.pdb,substrate_bound,substrate_bound,unknown_siderophore,unknown_siderophore,,,,false,,3.35,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6I97_1,768,0.9365853658536586,0,0,Q9I116,6,pdb:exists;afdb:exists
tbdt_c5i2d9,tbdt_c5i2d9_3qlb_a,tbdt,,C5I2D9,3QLB,A,raw_af2/AF-C5I2D9-F1-model_v6.pdb,raw_pdb/3QLB.pdb,substrate_bound,substrate_bound,ferric_citrate,ferric_citrate,CIT;EFE,,,false,,3.26,X-RAY DIFFRACTION,,test,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,3QLB_1,748,1.0,0,0,C5I2D9,6,pdb:exists;afdb:exists
tbdt_g3xcy8,tbdt_g3xcy8_5fok_a,tbdt,,G3XCY8,5FOK,A,raw_af2/AF-G3XCY8-F1-model_v6.pdb,raw_pdb/5FOK.pdb,substrate_bound,substrate_bound,unknown_siderophore,unknown_siderophore,C8E;NA,,,false,,1.9,X-RAY DIFFRACTION,,val,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,5FOK_1,730,0.952191235059761,0,0,G3XCY8,6,pdb:exists;afdb:exists
tbdt_q9x6a5,tbdt_q9x6a5_3efm_a,tbdt,,Q9X6A5,3EFM,A,raw_af2/AF-Q9X6A5-F1-model_v6.pdb,raw_pdb/3EFM.pdb,apo,apo,none,none,,,,false,,2.33,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,3EFM_1,707,0.952316076294278,0,0,Q9X6A5,6,pdb:exists;afdb:exists
fepa_q9i527,fepa_q9i527_5fp2_a,fepa,fepa,Q9I527,5FP2,A,raw_af2/AF-Q9I527-F1-model_v6.pdb,raw_pdb/5FP2.pdb,substrate_bound,substrate_bound,enterobactin,enterobactin,,,,false,,2.97,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,5FP2_1,725,0.9622641509433962,0,0,Q9I527,6,pdb:exists;afdb:exists
tbdt_p75780,tbdt_p75780_6bpm_a,tbdt,,P75780,6BPM,A,raw_af2/AF-P75780-F1-model_v6.pdb,raw_pdb/6BPM.pdb,substrate_bound,substrate_bound,unknown_siderophore,unknown_siderophore,,,,false,,2.5,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6BPM_1,727,0.9565789473684211,0,0,P75780,6,pdb:exists;afdb:exists
fhua_p06971,fhua_p06971_2grx_a,fhua,fhua,P06971,2GRX,A,raw_af2/AF-P06971-F1-model_v6.pdb,raw_pdb/2GRX.pdb,substrate_bound,substrate_bound,ferrichrome,ferrichrome,DAO;EAP;FTT;MYR;PO4,,,false,,3.3,X-RAY DIFFRACTION,,val,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,2GRX_1,725,0.9558232931726908,0,0,P06971,6,pdb:exists;afdb:exists
fhua_p06971,fhua_p06971_8a8c_a,fhua,fhua,P06971,8A8C,A,raw_af2/AF-P06971-F1-model_v6.pdb,raw_pdb/8A8C.pdb,substrate_bound,substrate_bound,ferrichrome,ferrichrome,,,,false,,3.1,ELECTRON MICROSCOPY,,val,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,8A8C_1,714,0.9558232931726908,0,0,P06971,6,pdb:exists;afdb:exists
fepa_q05098,fepa_q05098_5mzs_a,fepa,fepa,Q05098,5MZS,A,raw_af2/AF-Q05098-F1-model_v6.pdb,raw_pdb/5MZS.pdb,apo,apo,none,none,,,,false,,2.67,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,5MZS_1,724,0.9664879356568364,2,0,Q05098,6,pdb:exists;afdb:exists
tbdt_p75780,tbdt_p75780_6bpn_a,tbdt,,P75780,6BPN,A,raw_af2/AF-P75780-F1-model_v6.pdb,raw_pdb/6BPN.pdb,substrate_bound,substrate_bound,unknown_siderophore,unknown_siderophore,,,,false,,2.1,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6BPN_1,727,0.9565789473684211,0,0,P75780,6,pdb:exists;afdb:exists
fepa_q05098,fepa_q05098_5nc4_a,fepa,fepa,Q05098,5NC4,A,raw_af2/AF-Q05098-F1-model_v6.pdb,raw_pdb/5NC4.pdb,substrate_bound,substrate_bound,enterobactin,enterobactin,8T2;FE,,,false,,2.8,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,5NC4_1,724,0.9664879356568364,0,0,Q05098,6,pdb:exists;afdb:exists
fepa_q05098,fepa_q05098_7obw_aaa,fepa,fepa,Q05098,7OBW,AAA,raw_af2/AF-Q05098-F1-model_v6.pdb,raw_pdb/7OBW.cif,substrate_bound,substrate_bound,enterobactin,enterobactin,FE;V82,,,false,,2.66,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,7OBW_1,721,0.9664879356568364,0,0,Q05098,6,cif:downloaded;afdb:exists
tbdt_q76hj9,tbdt_q76hj9_6hcp_a,tbdt,,Q76HJ9,6HCP,A,raw_af2/AF-Q76HJ9-F1-model_v6.pdb,raw_pdb/6HCP.pdb,apo,apo,none,none,,,,false,,1.83,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6HCP_1,706,0.9696551724137931,0,0,Q76HJ9,6,pdb:exists;afdb:exists
fepa_p05825,fepa_p05825_1fep_a,fepa,fepa,P05825,1FEP,A,raw_af2/AF-P05825-F1-model_v6.pdb,raw_pdb/1FEP.pdb,substrate_bound,substrate_bound,enterobactin,enterobactin,,,,false,,2.4,X-RAY DIFFRACTION,,test,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,1FEP_1,724,0.9705093833780161,11,0,P05825,6,pdb:exists;afdb:exists
tbdt_p42512,tbdt_p42512_1xkw_a,tbdt,,P42512,1XKW,A,raw_af2/AF-P42512-F1-model_v6.pdb,raw_pdb/1XKW.pdb,substrate_bound,substrate_bound,enterobactin,enterobactin,188;EDO,,,false,,2.0,X-RAY DIFFRACTION,,val,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,1XKW_1,665,0.9236111111111112,0,0,P42512,6,pdb:exists;afdb:exists
tbdt_p31827,tbdt_p31827_6ofr_a,tbdt,,P31827,6OFR,A,raw_af2/AF-P31827-F1-model_v6.pdb,raw_pdb/6OFR.pdb,apo,apo,none,none,MG,,,false,,2.4,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6OFR_1,762,0.9645569620253165,0,0,P31827,6,pdb:exists;afdb:exists
tbdt_p48632,tbdt_p48632_2iah_a,tbdt,,P48632,2IAH,A,raw_af2/AF-P48632-F1-model_v6.pdb,raw_pdb/2IAH.pdb,substrate_bound,substrate_bound,unknown_siderophore,unknown_siderophore,FE;PVE,,,false,,2.73,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,2IAH_1,772,0.947239263803681,0,0,P48632,6,pdb:exists;afdb:exists
feca_p13036,feca_p13036_1kmo_a,feca,feca,P13036,1KMO,A,raw_af2/AF-P13036-F1-model_v6.pdb,raw_pdb/1KMO.pdb,substrate_bound,substrate_bound,ferric_citrate,ferric_citrate,,,,false,,2.0,X-RAY DIFFRACTION,,val,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,1KMO_1,774,1.0,0,0,P13036,6,pdb:exists;afdb:exists
tbdt_p72412,tbdt_p72412_3fhh_a,tbdt,,P72412,3FHH,A,raw_af2/AF-P72412-F1-model_v6.pdb,raw_pdb/3FHH.pdb,substrate_bound,substrate_bound,heme,heme,,,,false,,2.6,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,3FHH_1,640,0.9696969696969697,0,0,P72412,6,pdb:exists;afdb:exists
tbdt_g3xd89,tbdt_g3xd89_6fok_a,tbdt,,G3XD89,6FOK,A,raw_af2/AF-G3XD89-F1-model_v6.pdb,raw_pdb/6FOK.pdb,substrate_bound,substrate_bound,unknown_siderophore,unknown_siderophore,CU,,,false,,1.97,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6FOK_1,723,1.0,0,0,G3XD89,6,pdb:exists;afdb:exists
feca_p13036,feca_p13036_1kmp_a,feca,feca,P13036,1KMP,A,raw_af2/AF-P13036-F1-model_v6.pdb,raw_pdb/1KMP.pdb,productive_substrate_bound,productive_substrate_bound,ferric_citrate,ferric_citrate,CIT;FE,,,false,,2.5,X-RAY DIFFRACTION,,val,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,1KMP_1,774,1.0,0,0,P13036,6,pdb:exists;afdb:exists
tbdt_q9i116,tbdt_q9i116_6i96_a,tbdt,,Q9I116,6I96,A,raw_af2/AF-Q9I116-F1-model_v6.pdb,raw_pdb/6I96.pdb,substrate_bound,substrate_bound,unknown_siderophore,unknown_siderophore,NA,,,false,,1.85,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6I96_1,677,0.8256097560975609,0,0,Q9I116,6,pdb:exists;afdb:exists
tbdt_q7mxj7,tbdt_q7mxj7_6sml_b,tbdt,,Q7MXJ7,6SML,B,raw_af2/AF-Q7MXJ7-F1-model_v6.pdb,raw_pdb/6SML.pdb,uncertain,uncertain,none,none,5PL,,,false,,3.4,ELECTRON MICROSCOPY,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6SML_2,915,0.8997050147492626,0,0,Q7MXJ7,6,pdb:exists;afdb:exists
fhua_p06971,fhua_p06971_1qfg_a,fhua,fhua,P06971,1QFG,A,raw_af2/AF-P06971-F1-model_v6.pdb,raw_pdb/1QFG.pdb,substrate_bound,substrate_bound,ferrichrome,ferrichrome,DAO;DPO;FTT;MYR;NI;PO4,,,false,,2.5,X-RAY DIFFRACTION,,val,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,1QFG_1,725,0.9558232931726908,0,0,P06971,6,pdb:exists;afdb:exists
btub_p06129,btub_p06129_2gsk_a,btub,btub,P06129,2GSK,A,raw_af2/AF-P06129-F1-model_v6.pdb,raw_pdb/2GSK.pdb,substrate_bound,substrate_bound,cobalamin,cobalamin,CA,,,false,,2.1,X-RAY DIFFRACTION,,test,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,2GSK_1,590,0.9609120521172638,0,0,P06129,6,pdb:exists;afdb:exists
tbdt_q7mxj7,tbdt_q7mxj7_6sln_a,tbdt,,Q7MXJ7,6SLN,A,raw_af2/AF-Q7MXJ7-F1-model_v6.pdb,raw_pdb/6SLN.pdb,uncertain,uncertain,none,none,PLM,,,false,,2.61,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6SLN_1,997,0.9803343166175025,0,0,Q7MXJ7,6,pdb:exists;afdb:exists
fhua_p06971,fhua_p06971_8b14_a,fhua,fhua,P06971,8B14,A,raw_af2/AF-P06971-F1-model_v6.pdb,raw_pdb/8B14.pdb,substrate_bound,substrate_bound,ferrichrome,ferrichrome,,,,false,,2.6,ELECTRON MICROSCOPY,,val,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,8B14_1,723,0.9558232931726908,0,0,P06971,6,pdb:exists;afdb:exists
tbdt_p48632,tbdt_p48632_5odw_a,tbdt,,P48632,5ODW,A,raw_af2/AF-P48632-F1-model_v6.pdb,raw_pdb/5ODW.pdb,substrate_bound,substrate_bound,unknown_siderophore,unknown_siderophore,,,,false,,2.8,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,5ODW_1,815,1.0,0,0,P48632,6,pdb:exists;afdb:exists
fepa_q05098,fepa_q05098_5nc3_a,fepa,fepa,Q05098,5NC3,A,raw_af2/AF-Q05098-F1-model_v6.pdb,raw_pdb/5NC3.pdb,substrate_bound,substrate_bound,enterobactin,enterobactin,8SW;FE,,,false,,2.57,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,5NC3_1,724,0.9664879356568364,0,0,Q05098,6,pdb:exists;afdb:exists
fepa_q05098,fepa_q05098_5nr2_a,fepa,fepa,Q05098,5NR2,A,raw_af2/AF-Q05098-F1-model_v6.pdb,raw_pdb/5NR2.pdb,substrate_bound,substrate_bound,enterobactin,enterobactin,95B;EDO;FE,,,false,,2.78,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,5NR2_1,724,0.9664879356568364,0,0,Q05098,6,pdb:exists;afdb:exists
fepa_q05098,fepa_q05098_6r1f_a,fepa,fepa,Q05098,6R1F,A,raw_af2/AF-Q05098-F1-model_v6.pdb,raw_pdb/6R1F.pdb,substrate_bound,substrate_bound,enterobactin,enterobactin,EB4;FE,,,false,,3.11,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6R1F_1,721,0.9664879356568364,1,0,Q05098,6,pdb:exists;afdb:exists
fepa_q05098,fepa_q05098_6i2j_a,fepa,fepa,Q05098,6I2J,A,raw_af2/AF-Q05098-F1-model_v6.pdb,raw_pdb/6I2J.pdb,substrate_bound,substrate_bound,enterobactin,enterobactin,EB4;FE,,,false,,2.96,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6I2J_1,721,0.9664879356568364,1,0,Q05098,6,pdb:exists;afdb:exists
fepa_q05098,fepa_q05098_6z33_aaa,fepa,fepa,Q05098,6Z33,AAA,raw_af2/AF-Q05098-F1-model_v6.pdb,raw_pdb/6Z33.cif,substrate_bound,substrate_bound,enterobactin,enterobactin,EDO;FE;Q62,,,false,,2.711,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6Z33_1,724,0.9664879356568364,0,0,Q05098,6,cif:downloaded;afdb:exists
fepa_q05098,fepa_q05098_6q5e_a,fepa,fepa,Q05098,6Q5E,A,raw_af2/AF-Q05098-F1-model_v6.pdb,raw_pdb/6Q5E.pdb,substrate_bound,substrate_bound,enterobactin,enterobactin,EB4;FE,,,false,,2.7,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6Q5E_1,721,0.9664879356568364,0,0,Q05098,6,pdb:exists;afdb:exists
fepa_q05098,fepa_q05098_6yy5_aaa,fepa,fepa,Q05098,6YY5,AAA,raw_af2/AF-Q05098-F1-model_v6.pdb,raw_pdb/6YY5.cif,substrate_bound,substrate_bound,enterobactin,enterobactin,FE;QDQ,,,false,,2.717,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,6YY5_1,724,0.9664879356568364,0,0,Q05098,6,cif:downloaded;afdb:exists
fepa_q05098,fepa_q05098_5m9b_a,fepa,fepa,Q05098,5M9B,A,raw_af2/AF-Q05098-F1-model_v6.pdb,raw_pdb/5M9B.pdb,apo,apo,none,none,,,,false,,2.12,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,5M9B_1,724,0.9664879356568364,0,0,Q05098,6,pdb:exists;afdb:exists
fhua_p06971,fhua_p06971_4cu4_a,fhua,fhua,P06971,4CU4,A,raw_af2/AF-P06971-F1-model_v6.pdb,raw_pdb/4CU4.pdb,substrate_bound,substrate_bound,ferrichrome,ferrichrome,DAO;DPO;FTT;MYR;PO4,,,false,,2.3,X-RAY DIFFRACTION,,val,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,4CU4_1,706,0.9303882195448461,0,0,P06971,6,pdb:exists;afdb:exists
tbdt_p48632,tbdt_p48632_2o5p_a,tbdt,,P48632,2O5P,A,raw_af2/AF-P48632-F1-model_v6.pdb,raw_pdb/2O5P.pdb,apo,apo,none,none,,,,false,,2.77,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,2O5P_1,772,0.947239263803681,0,0,P48632,6,pdb:exists;afdb:exists
tbdt_q9i2j4,tbdt_q9i2j4_8s34_a,tbdt,,Q9I2J4,8S34,A,raw_af2/AF-Q9I2J4-F1-model_v6.pdb,raw_pdb/8S34.cif,substrate_bound,substrate_bound,unknown_siderophore,unknown_siderophore,A1H49;FE;K,,,false,,1.86,X-RAY DIFFRACTION,,train,gold candidate from RCSB:TBDT_Pfam_InterPro_text; region annotation required before supervised displacement use.,gold_displacement,gold,1.0,RCSB,RCSB:TBDT_Pfam_InterPro_text,8S34_1,780,0.9651741293532339,0,0,Q9I2J4,6,cif:downloaded;afdb:exists
